id,path,line,kind,index,source,translation,meta
scenes/act2.md:319:dialogue:0,scenes/act2.md,319,dialogue,0,We're killing the good vibes! We're committing first-degree vibe-murder!,Σκοτώνουμε τα good vibes! Κάνουμε φόνο vibe πρώτου βαθμού!,"{""speaker"": ""b""}"
scenes/act2.md:323:dialogue:0,scenes/act2.md,323,dialogue,0,"Human, we have to leave *now* before--","Άνθρωπος, πρέπει να φύγουμε *τώρα* πριν--","{""speaker"": ""b""}"
scenes/act2.md:336:dialogue:0,scenes/act2.md,336,dialogue,0,"They're more attractive than us, which means if we even *look* at them, then--","Είναι πιο ελκυστικοί από εμάς, που σημαίνει αν τους *κοιτάξουμε* έστω, τότε--","{""speaker"": ""b""}"
scenes/act2.md:340:dialogue:0,scenes/act2.md,340,dialogue,0,WE'RE CREEPS,ΕΙΜΑΣΤΕ CREEP,"{""speaker"": ""b""}"
scenes/act2.md:344:dialogue:0,scenes/act2.md,344,dialogue,0,"We're creepy, evil, bad bad bad terrible terrible perv--","Είμαστε creepy, κακοί κακοί κακοί τρομεροί τρομεροί περ--","{""speaker"": ""b""}"
scenes/act2.md:357:dialogue:0,scenes/act2.md,357,dialogue,0,"At the end of it all, what can we possibly do that really matters? ","Στο τέλος της μέρας, τι μπορούμε να κάνουμε που πραγματικά μετράει;","{""speaker"": ""b""}"
scenes/act2.md:361:dialogue:0,scenes/act2.md,361,dialogue,0,Contribute to humanity? All great works decay the way of Ozymandias. Love? Death will always do it part.,Να συνεισφέρουμε στην ανθρωπότητα; Όλα τα μεγάλα έργα σαπίζουν σαν τον Ozymandias. Αγάπη; Ο θάνατος πάντα κάνει το κομμάτι του.,"{""speaker"": ""b""}"
scenes/act2.md:365:dialogue:0,scenes/act2.md,365,dialogue,0,And how much death there is! *We* will die. *Our loved ones* will die.,Και πόσος θάνατος υπάρχει! *Εμείς* θα πεθάνουμε. *Οι αγαπημένοι μας* θα πεθάνουν.,"{""speaker"": ""b""}"
scenes/act2.md:369:dialogue:0,scenes/act2.md,369,dialogue,0,"Heck, the Second Law of Thermodynamics means even our *universe* will die!","Μάλιστα, ο Δεύτερος Νόμος της Θερμοδυναμικής σημαίνει ότι ακόμα κι ο *σύμπαν* μας θα πεθάνει!","{""speaker"": ""b""}"
scenes/act2.md:373:dialogue:0,scenes/act2.md,373,dialogue,0,"Oh, ""death makes us appreciate life""? That's like saying slavery is good because it makes us appreciate freedom!","Ω, ""ο θάνατος μας κάνει να εκτιμούμε τη ζωή""; Σαν να λες η δουλεία είναι καλή γιατί μας κάνει να εκτιμούμε την ελευθερία!","{""speaker"": ""b""}"
scenes/act2.md:377:dialogue:0,scenes/act2.md,377,dialogue,0,"Oh, ""you need to make your own meaning""? That's what cultists and conspiracy theorists do!","Ω, ""πρέπει να φτιάξεις το δικό σου νόημα""; Αυτό κάνουν οι κουλτίστες και οι θεωρητικοί συνωμοσίας!","{""speaker"": ""b""}"
scenes/act2.md:381:dialogue:0,scenes/act2.md,381,dialogue,0,"Life has no meaning, death has no meaning, even *meaning* has no meaning! What is a mortal soul supposed to--","Η ζωή δεν έχει νόημα, ο θάνατος δεν έχει νόημα, ακόμα και το *νόημα* δεν έχει νόημα! Τι είναι να κάνει μια θνητή ψυχή--","{""speaker"": ""b""}"
scenes/act2.md:394:dialogue:0,scenes/act2.md,394,dialogue,0,...,...,"{""speaker"": ""b""}"
scenes/act2.md:398:dialogue:0,scenes/act2.md,398,dialogue,0,"Um... can you hear me, human?","Εμ... με ακούς, άνθρωπος;","{""speaker"": ""b""}"
scenes/act2.md:402:dialogue:0,scenes/act2.md,402,dialogue,0,...,...,"{""speaker"": ""b""}"
scenes/act2.md:406:dialogue:0,scenes/act2.md,406,dialogue,0,*GASP*,*ΑΝΑΡΡΟΦΗΣΗ*,"{""speaker"": ""b""}"
scenes/act2.md:410:dialogue:0,scenes/act2.md,410,dialogue,0,I MUST WARN YOU ABOUT...,ΠΡΕΠΕΙ ΝΑ Σ' ΠΡΟΕΙΔΟΠΟΙΗΣΩ ΓΙΑ...,"{""speaker"": ""b""}"
scenes/act2.md:412:choice:0,scenes/act2.md,412,choice,0,*More* of the same danger!,*Περισσότερο* από τον ίδιο κίνδυνο!,"{""anchor"": ""#act2b_louder""}"
scenes/act2.md:415:choice:0,scenes/act2.md,415,choice,0,A *different* social danger!,Έναν *άλλο* κοινωνικό κίνδυνο!,"{""anchor"": ""#act2b_different_social""}"
scenes/act2.md:419:choice:0,scenes/act2.md,419,choice,0,A *different* moral danger!,Έναν *άλλο* ηθικό κίνδυνο!,"{""anchor"": ""#act2b_different_moral""}"
scenes/act2.md:422:choice:0,scenes/act2.md,422,choice,0,You're ignoring danger! That's dangerous!,Αγνοείς τον κίνδυνο! Αυτό είναι επικίνδυνο!,"{""anchor"": ""#act2b_ignore""}"
scenes/act2.md:444:dialogue:0,scenes/act2.md,444,dialogue,0,EMOTIONS ARE CONTAGIOUS! SO IF YOU DON'T LEAVE YOU'LL INFECT EVERYONE WITH YOUR MENTAL ILLNESS! ,ΤΑ ΣΥΝΑΙΣΘΗΜΑΤΑ ΜΕΤΑΔΙΔΟΝΤΑΙ! ΑΝ ΔΕ ΦΥΓΕΙΣ ΘΑ ΜΟΛΥΝΕΙΣ ΟΛΟΥΣ ΜΕ ΤΗ ΨΥΧΙΚΗ ΣΟΥ ΑΡΡΩΣΤΙΑ!,"{""speaker"": ""b""}"
scenes/act2.md:446:dialogue:0,scenes/act2.md,446,dialogue,0,You'll create a deadly outbreak of SAD LUMP SYNDROME,Θα δημιουργήσεις θανατηφόρο έξαρση του SAD LUMP SYNDROME,"{""speaker"": ""b""}"
scenes/act2.md:450:dialogue:0,scenes/act2.md,450,dialogue,0,We need to get out of here and quarantine ourselves forever in a small room with Netflix and food delivery!,Πρέπει να φύγουμε και να κλειστούμε για πάντα σε ένα μικρό δωμάτιο με Netflix και delivery!,"{""speaker"": ""b""}"
scenes/act2.md:464:dialogue:0,scenes/act2.md,464,dialogue,0,DON'T BE A CREEP. IT'S AGAINST THE LAW!,ΜΗΝ ΕΙΣΑΙ CREEP. ΕΙΝΑΙ ΠΑΡΑΝΟΜΟ!,"{""speaker"": ""b""}"
scenes/act2.md:489:dialogue:0,scenes/act2.md,489,dialogue,0,"Creep Law, Section 74.5: (1) Any Person who checks out (a) those muscular shoulders (b) that bubble booty (2) shall be hereby known as","Creep Law, Τμήμα 74.5: (1) Κάθε Άτομο που κοιτάζει (α) αυτούς τους μυώδεις ώμους (β) εκείνο το bubble booty (2) θα ονομάζεται εξ'αδέλφου","{""speaker"": ""b""}"
scenes/act2.md:493:dialogue:0,scenes/act2.md,493,dialogue,0,"""A BIG DISGUSTING TRASH PERVERT""","""ΜΕΓΑΛΟ ΑΠΟΡΡΗΤΟ ΣΚΟΥΠΙΔΙ ΠΕΡΒΕΡΤ""","{""speaker"": ""b""}"
scenes/act2.md:507:dialogue:0,scenes/act2.md,507,dialogue,0,"Actually, even if you find a noble purpose in life, you can *still* mess everything up!","Μάλιστα, ακόμα κι αν βρεις ευγενή σκοπό στη ζωή, μπορείς *ακόμα* να τα χαλάσεις όλα!","{""speaker"": ""b""}"
scenes/act2.md:511:dialogue:0,scenes/act2.md,511,dialogue,0,Alfred Nobel wanted world peace and for cultures to understand each other. So he decided to make travel easier.,Ο Alfred Nobel ήθελε παγκόσμια ειρήνη και οι πολιτισμοί να καταλαβαίνονται. Γι'αυτό αποφάσισε να κάνει τα ταξίδια πιο εύκολα.,"{""speaker"": ""b""}"
scenes/act2.md:515:dialogue:0,scenes/act2.md,515,dialogue,0,"So he needed a way to cheaply create train tunnels. So he invented a new material called ""dynamite""...","Χρειαζόταν τρόπο να φτιάχνει σιδηροδρομικές σήραγγες φτηνά. Γι'αυτό εφηύρε ένα νέο υλικό που το ονόμασε ""dynamite""...","{""speaker"": ""b""}"
scenes/act2.md:519:dialogue:0,scenes/act2.md,519,dialogue,0,which was used in World War I to KILL MILLIONS OF PEOPLE,που χρησιμοποιήθηκε στον Πρώτο Παγκόσμιο Πόλεμο για να ΣΚΟΤΩΣΟΥΝ ΕΚΑΤΟΜΜΥΡΙΑ ΑΝΘΡΩΠΟΥΣ,"{""speaker"": ""b""}"
scenes/act2.md:523:dialogue:0,scenes/act2.md,523,dialogue,0,"IT'S THE BUTTERFLY EFFECT, HUMAN! HOW MANY PEOPLE ARE YOU ACCIDENTALLY KILLING RIGHT NOW","ΕΙΝΑΙ ΤΟ BUTTERFLY EFFECT, ΑΝΘΡΩΠΕ! ΠΟΣΟΥΣ ΑΝΘΡΩΠΟΥΣ ΣΚΟΤΩΝΕΙΣ ΤΩΡΑ ΧΩΡΙΣ ΝΑ ΤΟ ΞΕΡΕΙΣ","{""speaker"": ""b""}"
scenes/act2.md:539:dialogue:0,scenes/act2.md,539,dialogue,0,"Actually, you know what's worse than no-one liking you? *Everyone* liking you.","Μάλιστα, ξέρεις τι είναι χειρότερο από το να μη σ' αρέσει κανείς; Να σ' αρέσει *όλοι*.","{""speaker"": ""b""}"
scenes/act2.md:543:dialogue:0,scenes/act2.md,543,dialogue,0,"That is, becoming one of *these* pleasure-chasing party animals.","Δηλαδή, να γίνεις ένα από *αυτά* τα party animals που κυνηγάν την απόλαυση.","{""speaker"": ""b""}"
scenes/act2.md:547:dialogue:0,scenes/act2.md,547,dialogue,0,A shallow life with shallow friends who only know the shallow you!,Μια ρηχή ζωή με ρηχούς φίλους που ξέρουν μόνο το ρηχό εσένα!,"{""speaker"": ""b""}"
scenes/act2.md:551:dialogue:0,scenes/act2.md,551,dialogue,0,"Human, we need to run away from these pleasure-zombies before they turn us into one of them!","Άνθρωπος, πρέπει να ξεφύγουμε από αυτούς τους pleasure-zombies πριν μας κάνουν ένα από αυτούς!","{""speaker"": ""b""}"
scenes/act2.md:567:dialogue:0,scenes/act2.md,567,dialogue,0,People are dying in famines and genocides *right now* and we're just partying!,Άνθρωποι πεθαίνουν σε λιμούς και γενοκτονίες *τώρα ακριβώς* και εμείς απλά κάνουμε πάρτι!,"{""speaker"": ""b""}"
scenes/act2.md:571:dialogue:0,scenes/act2.md,571,dialogue,0,"A wise person once said, ""the only thing necessary for the triumph of evil is for good folks to do nothing.""","Ένας σοφός είπε κάποτε, ""το μόνο που χρειάζεται για να θριαμβεύσει το κακό είναι οι καλοί άνθρωποι να μην κάνουν τίποτα.""","{""speaker"": ""b""}"
scenes/act2.md:575:dialogue:0,scenes/act2.md,575,dialogue,0,WE'RE DOING NOTHING.,ΕΜΕΙΣ ΔΕΝ ΚΑΝΟΥΜΕ ΤΙΠΟΤΑ.,"{""speaker"": ""b""}"
scenes/act2.md:579:dialogue:0,scenes/act2.md,579,dialogue,0,"BY PARTYING, WE'RE HELPING *HITLER*.","ΜΕ ΤΟ ΠΑΡΤΙ, ΒΟΗΘΑΜΕ ΤΟΝ *ΧΙΤΛΕΡ*.","{""speaker"": ""b""}"
scenes/act2.md:595:dialogue:0,scenes/act2.md,595,dialogue,0,You think you're safe just because you took the batteries out of the carbon monoxide detector?,Νομίζεις ότι είσαι ασφαλής επειδή έβγαλες τις μπαταρίες από τον ανιχνευτή μονοξειδίου;,"{""speaker"": ""b""}"
scenes/act2.md:599:dialogue:0,scenes/act2.md,599,dialogue,0,You won't even smell the poison! You'll just get sleepy and then you'll--,Δεν θα μυρίσεις καν το δηλητήριο! Απλά θα νυσταγορίσεις και μετά θα--,"{""speaker"": ""b""}"
scenes/act2.md:603:dialogue:0,scenes/act2.md,603,dialogue,0,DIEEEEEEEEEEEEEEEEEE,ΘΑ ΠΕΘΑΝΟΥΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜ,"{""speaker"": ""b""}"
scenes/act2.md:620:dialogue:0,scenes/act2.md,620,dialogue,0,...,...,"{""speaker"": ""b""}"
scenes/act2.md:624:dialogue:0,scenes/act2.md,624,dialogue,0,"Oh thank goodness human, I think you can hear me again!","Ω Θεέ μου άνθρωπος, νομίζω με ακούς πάλι!","{""speaker"": ""b""}"
scenes/act2.md:628:dialogue:0,scenes/act2.md,628,dialogue,0,I SHALL WARN YOU ABOUT...,ΘΑ Σ' ΠΡΟΕΙΔΟΠΟΙΗΣΩ ΓΙΑ...,"{""speaker"": ""b""}"
scenes/act2.md:631:choice:0,scenes/act2.md,631,choice,0,*Even more* of the same danger!,*Ακόμα περισσότερο* από τον ίδιο κίνδυνο!,"{""anchor"": ""#act2c_louder""}"
scenes/act2.md:635:choice:0,scenes/act2.md,635,choice,0,*More* of the same danger!,*Περισσότερο* από τον ίδιο κίνδυνο!,"{""anchor"": ""#act2c_louder""}"
scenes/act2.md:639:choice:0,scenes/act2.md,639,choice,0,A *different* social danger!,Έναν *άλλο* κοινωνικό κίνδυνο!,"{""anchor"": ""#act2c_different_social""}"
scenes/act2.md:643:choice:0,scenes/act2.md,643,choice,0,A *different* moral danger!,Έναν *άλλο* ηθικό κίνδυνο!,"{""anchor"": ""#act2c_different_moral""}"
scenes/act2.md:646:choice:0,scenes/act2.md,646,choice,0,Did you check that punch before drinking?,Έλεγξες το punch πριν πιεις;,"{""anchor"": ""#act2c_punch""}"
scenes/act2.md:678:dialogue:0,scenes/act2.md,678,dialogue,0,"Actually, Netflix & food delivery isn't quarantined enough! We'd still infect the delivery person!","Μάλιστα, Netflix & delivery δεν είναι αρκετή καραντίνα! Θα μολύναμε και τον delivery guy!","{""speaker"": ""b""}"
scenes/act2.md:682:dialogue:0,scenes/act2.md,682,dialogue,0,"We need to move to the Canadian Yukon territories, and have our food delivered by drone!",Πρέπει να μετακομίσουμε στον Καναδικό Yukon και να παίρνουμε φαγητό με drone!,"{""speaker"": ""b""}"
scenes/act2.md:686:dialogue:0,scenes/act2.md,686,dialogue,0,And then they'd have to sterilize the drone to rid it of our SAD LUMP GERMS,Και μετά θα έπρεπε να αποστειρώσουν το drone για τα SAD LUMP GERMS μας,"{""speaker"": ""b""}"
scenes/act2.md:719:dialogue:0,scenes/act2.md,719,dialogue,0,The BIG DISGUSTING TRASH PERVERT shall be sentenced to 72 hours in one of those medieval public-humiliation devices,Το ΜΕΓΑΛΟ ΑΠΟΡΡΗΤΟ ΣΚΟΥΠΙΔΙ ΠΕΡΒΕΡΤ θα καταδικαστεί σε 72 ώρες σε ένα από αυτά τα μεσαιωνικά μηχανήματα δημόσιας ντροπής,"{""speaker"": ""b""}"
scenes/act2.md:721:dialogue:0,scenes/act2.md,721,dialogue,0,unless they're secretly *into* that sort of thing,εκτός αν κρυφά *αρέσκονται* με τέτοια,"{""speaker"": ""b""}"
scenes/act2.md:725:dialogue:0,scenes/act2.md,725,dialogue,0,because they're a BIG DISGUSTING TRASH PERVERT,γιατί είναι ΜΕΓΑΛΟ ΑΠΟΡΡΗΤΟ ΣΚΟΥΠΙΔΙ ΠΕΡΒΕΡΤ,"{""speaker"": ""b""}"
scenes/act2.md:737:dialogue:0,scenes/act2.md,737,dialogue,0,BUTTERFLY EFFECT! You're using a non-biodegradable plastic cup?,BUTTERFLY EFFECT! Χρησιμοποιείς ποτήρι πλαστικό που δεν biodegrade-άρει;,"{""speaker"": ""b""}"
scenes/act2.md:741:dialogue:0,scenes/act2.md,741,dialogue,0,"BAM, A LANDFILL LEAKS POISON AND KILLS A KID","ΜΠΑΜ, ΜΙΑ ΧΥΤΑ ΡΙΧΝΕΙ ΔΗΛΗΤΗΡΙΟ ΚΑΙ ΣΚΟΤΩΝΕΙ ΕΝΑ ΠΑΙΔΙ","{""speaker"": ""b""}"
scenes/act2.md:745:dialogue:0,scenes/act2.md,745,dialogue,0,You're sweating and your heart's pounding?,Ιδρώνεις και η καρδιά σου χτυπάει;,"{""speaker"": ""b""}"
scenes/act2.md:749:dialogue:0,scenes/act2.md,749,dialogue,0,"BAM, YOU BANKRUPT OUR HEALTHCARE SYSTEM AND MILLIONS DIE","ΜΠΑΜ, ΧΡΕΟΚΟΠΕΙΣ ΤΟ ΣΥΣΤΗΜΑ ΥΓΕΙΑΣ ΜΑΣ ΚΑΙ ΠΕΘΑΙΝΟΥΝ ΕΚΑΤΟΜΜΥΡΙΑ","{""speaker"": ""b""}"
scenes/act2.md:761:dialogue:0,scenes/act2.md,761,dialogue,0,"These pleasure-zombies will stumble towards you mumbling,","Αυτοί οι pleasure-zombies θα στριμώχνουν προς σένα μουρμουρίζοντας,","{""speaker"": ""b""}"
scenes/act2.md:765:dialogue:0,scenes/act2.md,765,dialogue,0,LIIIIIKES. LIIIIIIIIIIKES.,ΛΑΑΑΑΑΑΙΚΣ. ΛΑΑΑΑΑΑΑΑΑΙΚΣ.,"{""speaker"": ""b""}"
scenes/act2.md:769:dialogue:0,scenes/act2.md,769,dialogue,0,Then they'll BITE YOU and turn you into a BRAINLESS BRO and/or THOUGHTLESS THOT!,Μετά θα ΣΕ ΔΑΓΚΩΣΟΥΝ και θα σε κάνουν BRAINLESS BRO και/ή THOUGHTLESS THOT!,"{""speaker"": ""b""}"
scenes/act2.md:781:dialogue:0,scenes/act2.md,781,dialogue,0,THE NAZIS ARE GOOSE-STEPPING BACK ON THE STREETS RIGHT NOW,ΟΙ ΝΑΖΙ ΕΡΧΟΝΤΑΙ ΠΑΛΙ ΣΤΟΥΣ ΔΡΟΜΟΥΣ ΤΩΡΑ ΑΚΡΙΒΩΣ,"{""speaker"": ""b""}"
scenes/act2.md:785:dialogue:0,scenes/act2.md,785,dialogue,0,"Saying, *good thing those 'good folks' slacked off with stuff like 'relaxing' and 'self-care'!*","Λέγοντας, *τι καλά που οι 'καλοί άνθρωποι' χαλάρωσαν με πράγματα σαν 'χαλάρωση' και 'self-care'!*","{""speaker"": ""b""}"
scenes/act2.md:789:dialogue:0,scenes/act2.md,789,dialogue,0,"*Now our plans can go fourth, reich on schedule!*","*Τώρα τα σχέδιά μας μπορούν να προχωρήσουν fourth, reich on schedule!*","{""speaker"": ""b""}"
scenes/act2.md:801:dialogue:0,scenes/act2.md,801,dialogue,0,"Come to think about it, do we know if this building *has* a monoxide detector?!","Τώρα που το σκέφτομαι, ξέρουμε αν αυτό το κτίριο *έχει* ανιχνευτή μονοξειδίου;","{""speaker"": ""b""}"
scenes/act2.md:805:dialogue:0,scenes/act2.md,805,dialogue,0,What if we're all being poisoned *RIGHT NOW?*,Και αν μας δηλητηριάζουν *ΤΩΡΑ ΑΚΡΙΒΩΣ;*,"{""speaker"": ""b""}"
scenes/act2.md:809:dialogue:0,scenes/act2.md,809,dialogue,0,WE WOULDN'T EVEN SEE DEATH APPROACH. WE'D JUST STOP EXISTING FOREVER AND EVER AND EV--,ΔΕΝ ΘΑ'ΒΛΕΠΑΜΕ ΚΑΝ ΤΟΝ ΘΑΝΑΤΟ ΝΑ ΕΡΧΕΤΑΙ. ΑΠΛΑ ΘΑ ΣΤΑΜΑΤΟΥΣΑΜΕ ΝΑ ΥΠΑΡΧΟΥΜΕ ΓΙΑ ΠΑΝΤΑ ΚΑΙ ΠΑΝΤΑ ΚΑΙ ΠΑ--,"{""speaker"": ""b""}"
scenes/act2.md:821:dialogue:0,scenes/act2.md,821,dialogue,0,"What if we're just *fundamentally incapable* of ever being loved, or loving another?","Και αν απλά είμαστε *θεμελιωδώς ανίκανοι* να αγαπηθούμε ποτέ, ή να αγαπήσουμε κάποιον άλλο;","{""speaker"": ""b""}"
scenes/act2.md:825:dialogue:0,scenes/act2.md,825,dialogue,0,What if something irreversibly broke inside of us a long time ago? Or never existed in us in the first place?,Και αν κάτι σπάσε αμετάκλητα μέσα μας πριν πολύ; Ή δεν υπήρχε ποτέ μέσα μας εξ'αρχής;,"{""speaker"": ""b""}"
scenes/act2.md:829:dialogue:0,scenes/act2.md,829,dialogue,0,AHH WE'RE BROKEN! SO BROKEN SO BROKEN SO BROKE--,ΑΑΑ ΕΙΜΑΣΤΕ ΣΠΑΣΜΕΝΟΙ! ΤΟΣΟ ΣΠΑΣΜΕΝΟΙ ΤΟΣΟ ΣΠΑΣΜΕΝΟΙ ΤΟΣΟ ΣΠΑ--,"{""speaker"": ""b""}"
scenes/act2.md:839:dialogue:0,scenes/act2.md,839,dialogue,0,What if we're just *fundamentally rotten?*,Και αν απλά είμαστε *θεμελιωδώς σαπίσιμοι;*,"{""speaker"": ""b""}"
scenes/act2.md:843:dialogue:0,scenes/act2.md,843,dialogue,0,"Others have an inner drive to do goodness, but we only do ""good"" out of guilt or shame, if at all.","Οι άλλοι έχουν εσωτερικό κίνητρο να κάνουν καλό, αλλά εμείς κάνουμε ""καλό"" μόνο από ενοχή ή ντροπή, αν κάνουμε.","{""speaker"": ""b""}"
scenes/act2.md:847:dialogue:0,scenes/act2.md,847,dialogue,0,What if it's in our nature to hurt others? What if we can't be anything *other* than a burden to those close to us?,Και αν είναι στη φύση μας να πληγώνουμε άλλους; Και αν δεν μπορούμε να είμαστε τίποτα *άλλο* παρά βάρος για όσους μας είναι κοντά;,"{""speaker"": ""b""}"
scenes/act2.md:851:dialogue:0,scenes/act2.md,851,dialogue,0,AHH WE'RE BROKEN! SO BROKEN SO BROKEN SO BROKE--,ΑΑΑ ΕΙΜΑΣΤΕ ΣΠΑΣΜΕΝΟΙ! ΤΟΣΟ ΣΠΑΣΜΕΝΟΙ ΤΟΣΟ ΣΠΑΣΜΕΝΟΙ ΤΟΣΟ ΣΠΑ--,"{""speaker"": ""b""}"
scenes/act2.md:861:dialogue:0,scenes/act2.md,861,dialogue,0,I'm not being irrational. People *do* drug punch bowls. That is an actual thing that actually happens.,Δεν είμαι παράλογος. Οι άνθρωποι *βάζουν* ναρκωτικά σε punch bowls. Είναι πραγματικό πράγμα που πραγματικά γίνεται.,"{""speaker"": ""b""}"
scenes/act2.md:865:dialogue:0,scenes/act2.md,865,dialogue,0,"Human, does your head hurt? Are your limbs limp? I think we're dying.","Άνθρωπος, πονάει το κεφάλι σου; Τα άκρα σου είναι χαλαρά; Νομίζω πεθαίνουμε.","{""speaker"": ""b""}"
scenes/act2.md:869:dialogue:0,scenes/act2.md,869,dialogue,0,AHHH WE'RE DYING! WE'RE DYING WE'RE DYING WE'RE DYI--,ΑΑΑΑ ΠΕΘΑΙΝΟΥΜΕ! ΠΕΘΑΙΝΟΥΜΕ ΠΕΘΑΙΝΟΥΜΕ ΠΕΘΑΙ--,"{""speaker"": ""b""}"
scenes/act2.md:901:dialogue:0,scenes/act2.md,901,dialogue,0,F^AAACK^!,Γ^ΑΜΩ^!,"{""speaker"": ""h""}"
scenes/act2.md:903:dialogue:0,scenes/act2.md,903,dialogue,0,F^ACK^ING F^ACK^-F^AKK^ITY *F^AAAAACK^*,Γ^αμω^τό Γ^αμ^-Γ^αμ^ικό *Γ^άμω^*,"{""speaker"": ""h""}"
scenes/act2.md:907:dialogue:0,scenes/act2.md,907,dialogue,0,"Yay, human! I'm so happy you can hear me again!","Ναι, άνθρωπος! Χαίρομαι τόσο που με ακούς πάλι!","{""speaker"": ""b""}"
scenes/act2.md:911:dialogue:0,scenes/act2.md,911,dialogue,0,Why were you ignoring me?,Γιατί με αγνοούσες;,"{""speaker"": ""b""}"
scenes/act2.md:915:dialogue:0,scenes/act2.md,915,dialogue,0,"Holy ^hell^, you absolute moron.","Μα τον ^διάολο^, είσαι απόλυτος ηλίθιος.","{""speaker"": ""h""}"
scenes/act2.md:919:dialogue:0,scenes/act2.md,919,dialogue,0,You know that Native American story?,Ξέρεις εκείνη την ιστορία των Native Americans;,"{""speaker"": ""h""}"
scenes/act2.md:921:dialogue:0,scenes/act2.md,921,dialogue,0,"""There are two wolves inside you, one is hope, one is despair, which wolf wins? The one you feed.""","""Υπάρχουν δύο λύκοι μέσα σου, ένας είναι ελπίδα, ένας απελπιά, ποιος λύκος κερδίζει; Αυτός που τρέφεις.""","{""speaker"": ""h""}"
scenes/act2.md:928:dialogue:0,scenes/act2.md,928,dialogue,0,"I was trying to *starve* you, you sadistic ^asshole^!","Προσπαθούσα να σε *λιμοκτονήσω*, sadistic ^μαλάκα^!","{""speaker"": ""h""}"
scenes/act2.md:932:dialogue:0,scenes/act2.md,932,dialogue,0,"Screw it, I'll do positive affirmations instead.","Άντε, θα κάνω positive affirmations αντ'αυτού.","{""speaker"": ""h""}"
scenes/act2.md:934:dialogue:0,scenes/act2.md,934,dialogue,0,*I am loved. I am good. I am smart. I am beautiful. I am special.*,*Μ' αγαπούν. Είμαι καλός. Είμαι έξυπνος. Είμαι όμορφος. Είμαι ξεχωριστός.*,"{""speaker"": ""h""}"
scenes/act2.md:938:choice:0,scenes/act2.md,938,choice,0,"Golly, that's so narcissistic!","Θεέ μου, τόσο ναρκισσιστικό!","{""anchor"": ""#act2d_narcissist""}"
scenes/act2.md:940:choice:0,scenes/act2.md,940,choice,0,Y'know affirmations were *disproven?*,Ξέρεις ότι τα affirmations *αποδείχθηκαν λάθος;*,"{""anchor"": ""#act2d_disproven""}"
scenes/act2.md:942:choice:0,scenes/act2.md,942,choice,0,omg don't credit random stories to indigenous folk,omg μην αποδίδεις τυχαίες ιστορίες σε indigenous folk,"{""anchor"": ""#act2d_racist""}"
scenes/act2.md:948:dialogue:0,scenes/act2.md,948,dialogue,0,"In fact, they actually *backfire* for people with low self-esteem! ","Μάλιστα, *αντιδρούν* για άτομα με χαμηλή αυτοεκτίμηση!","{""speaker"": ""b""}"
scenes/act2.md:952:dialogue:0,scenes/act2.md,952,dialogue,0,"It was a well-designed study – randomized controlled trial, experimenter was blinded as to who was in which group.","Ήταν καλοσχεδιασμένη μελέτη – randomized controlled trial, ο ερευνητής ήταν blinded για το ποιος ήταν σε ποια ομάδα.","{""speaker"": ""b""}"
scenes/act2.md:956:dialogue:0,scenes/act2.md,956,dialogue,0,"Results: if you already had low self-esteem, being asked to repeat affirmations makes you feel *worse* than if you'd said nothing at all!","Αποτελέσματα: αν είχες ήδη χαμηλή αυτοεκτίμηση, το να σου ζητάνε να επαναλαμβάνεις affirmations σε κάνει να νιώθεις *χειρότερα* απ'ό,τι αν δεν έλεγες τίποτα!","{""speaker"": ""b""}"
scenes/act2.md:960:dialogue:0,scenes/act2.md,960,dialogue,0,"Wood 2009, Psychological Science. Look it up on Google Scholar, human,","Wood 2009, Psychological Science. Ψάξ' το στο Google Scholar, άνθρωπος,","{""speaker"": ""b""}"
scenes/act2.md:964:dialogue:0,scenes/act2.md,964,dialogue,0,THEN STOP SPREADING UNSCIENTIFIC FAKE NEWS,ΤΟΤΕ ΣΤΑΜΑΤΑ ΝΑ ΔΙΑΔίΔΕΙΣ UNSCIENTIFIC FAKE NEWS,"{""speaker"": ""b""}"
scenes/act2.md:980:dialogue:0,scenes/act2.md,980,dialogue,0,You *need* to humbly see your own flaws in order to grow as a person!,Πρέπει *να* δεις τα ελαττώματά σου με ταπεινότητα για να μεγαλώσεις ως άνθρωπος!,"{""speaker"": ""b""}"
scenes/act2.md:984:dialogue:0,scenes/act2.md,984,dialogue,0,You can't spray air freshener over a moldy room! Covering up your flaws makes you worse in the long run.,Δεν μπορείς να ψεκάσεις air freshener πάνω από μουχλιασμένο δωμάτιο! Το να καλύπτεις τα ελαττώματά σου σε κάνει χειρότερο μακροπρόθεσμα.,"{""speaker"": ""b""}"
scenes/act2.md:988:dialogue:0,scenes/act2.md,988,dialogue,0,"Thankfully, I, as your loyal guard-wolf, can alert you to your flaws. And right now, it's-","Ευτυχώς, εγώ, ως ο πιστός guard-wolf σου, μπορώ να σ' ειδοποιήσω για τα ελαττώματά σου. Και τώρα, είναι-","{""speaker"": ""b""}"
scenes/act2.md:992:dialogue:0,scenes/act2.md,992,dialogue,0,EVERYTHING. EVERYTHING IS WRONG,ΤΑ ΠΑΝΤΑ. ΤΑ ΠΑΝΤΑ ΕΙΝΑΙ ΛΑΘΟΣ,"{""speaker"": ""b""}"
